-------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------

***GST SAATHI REUTRN FILING PORTAL****                           Client Code : 3

   SALES DATA IMPORT VALIDITY :                                  Client Name : Tata consultancy & Services Indore
   Date & Time : 17-11-2017 14:22:04 PM                          Client GSTIN : 23AOOPY8203P1Z1

-------------------------------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------------------------------

Section   |Line No |Error Desc With Code
b2b       |18      |Invalid Numberic value
b2b       |18      |Invalid Numberic value
b2b       |18      |Invalid Numberic value
b2b       |18      |Invalid Numberic value
b2b       |19      |Invalid Numberic value
b2b       |19      |Invalid Numberic value
b2b       |19      |Invalid Numberic value
b2b       |19      |Invalid Numberic value
b2b       |19      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |20      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |21      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |22      |Invalid Numberic value
b2b       |23      |Invalid Numberic value
b2b       |23      |Invalid Numberic value
b2b       |23      |Invalid Numberic value
b2b       |23      |Invalid Numberic value
b2b       |23      |Invalid Numberic value
b2b       |24      |Invalid Numberic value
b2b       |24      |Invalid Numberic value
b2b       |24      |Invalid Numberic value
b2b       |24      |Invalid Numberic value
b2b       |24      |Invalid Numberic value
b2b       |25      |Invalid Numberic value
b2b       |25      |Invalid Numberic value
b2b       |25      |Invalid Numberic value
b2b       |25      |Invalid Numberic value
b2b       |25      |Invalid Numberic value
b2b       |26      |Invalid Numberic value
b2b       |26      |Invalid Numberic value
b2b       |26      |Invalid Numberic value
b2b       |26      |Invalid Numberic value
b2b       |26      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |27      |Invalid Numberic value
b2b       |28      |Invalid Numberic value
b2b       |28      |Invalid Numberic value
b2b       |28      |Invalid Numberic value
b2b       |28      |Invalid Numberic value
b2b       |28      |Invalid Numberic value
b2b       |29      |Invalid Numberic value
b2b       |29      |Invalid Numberic value
b2b       |29      |Invalid Numberic value
b2b       |29      |Invalid Numberic value
b2b       |29      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |30      |Invalid Numberic value
b2b       |31      |Invalid Numberic value
b2b       |31      |Invalid Numberic value
b2b       |31      |Invalid Numberic value
b2b       |31      |Invalid Numberic value
b2b       |31      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |32      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |33      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |34      |Invalid Numberic value
b2b       |35      |Invalid Numberic value
b2b       |35      |Invalid Numberic value
b2b       |35      |Invalid Numberic value
b2b       |35      |Invalid Numberic value
b2b       |35      |Invalid Numberic value
b2b       |36      |Invalid Numberic value
b2b       |36      |Invalid Numberic value
b2b       |36      |Invalid Numberic value
b2b       |36      |Invalid Numberic value
b2b       |36      |Invalid Numberic value
b2b       |37      |Invalid Numberic value
b2b       |37      |Invalid Numberic value
b2b       |37      |Invalid Numberic value
b2b       |37      |Invalid Numberic value
b2b       |37      |Invalid Numberic value
b2b       |38      |Invalid Numberic value
b2b       |38      |Invalid Numberic value
b2b       |38      |Invalid Numberic value
b2b       |38      |Invalid Numberic value
b2b       |38      |Invalid Numberic value
b2b       |39      |Invalid Numberic value
b2b       |39      |Invalid Numberic value
b2b       |39      |Invalid Numberic value
b2b       |39      |Invalid Numberic value
b2b       |39      |Invalid Numberic value
b2b       |40      |Invalid Numberic value
b2b       |40      |Invalid Numberic value
b2b       |40      |Invalid Numberic value
b2b       |40      |Invalid Numberic value
b2b       |40      |Invalid Numberic value
b2b       |41      |Invalid Numberic value
b2b       |41      |Invalid Numberic value
b2b       |41      |Invalid Numberic value
b2b       |41      |Invalid Numberic value
b2b       |41      |Invalid Numberic value
b2b       |42      |Invalid Numberic value
b2b       |42      |Invalid Numberic value
b2b       |42      |Invalid Numberic value
b2b       |42      |Invalid Numberic value
b2b       |42      |Invalid Numberic value
b2b       |43      |Invalid Numberic value
b2b       |43      |Invalid Numberic value
b2b       |43      |Invalid Numberic value
b2b       |43      |Invalid Numberic value
b2b       |43      |Invalid Numberic value
b2b       |44      |Invalid Numberic value
b2b       |44      |Invalid Numberic value
b2b       |44      |Invalid Numberic value
b2b       |44      |Invalid Numberic value
b2b       |44      |Invalid Numberic value
b2b       |45      |Invalid Numberic value
b2b       |45      |Invalid Numberic value
b2b       |45      |Invalid Numberic value
b2b       |45      |Invalid Numberic value
b2b       |45      |Invalid Numberic value
b2b       |46      |Invalid Numberic value
b2b       |46      |Invalid Numberic value
b2b       |46      |Invalid Numberic value
b2b       |46      |Invalid Numberic value
b2b       |46      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |47      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |48      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |49      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |50      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |51      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |52      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |53      |Invalid Numberic value
b2b       |54      |Invalid Numberic value
b2b       |54      |Invalid Numberic value
b2b       |54      |Invalid Numberic value
b2b       |54      |Invalid Numberic value
b2b       |54      |Invalid Numberic value
b2b       |55      |Invalid Numberic value
b2b       |55      |Invalid Numberic value
b2b       |55      |Invalid Numberic value
b2b       |55      |Invalid Numberic value
b2b       |55      |Invalid Numberic value
b2b       |56      |Invalid Numberic value
b2b       |56      |Invalid Numberic value
b2b       |56      |Invalid Numberic value
b2b       |56      |Invalid Numberic value
b2b       |56      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |57      |Invalid Numberic value
b2b       |58      |Invalid Numberic value
b2b       |58      |Invalid Numberic value
b2b       |58      |Invalid Numberic value
b2b       |58      |Invalid Numberic value
b2b       |58      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |59      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |60      |Invalid Numberic value
b2b       |61      |Invalid Numberic value
b2b       |61      |Invalid Numberic value
b2b       |61      |Invalid Numberic value
b2b       |61      |Invalid Numberic value
b2b       |61      |Invalid Numberic value
b2b       |62      |Invalid Numberic value
b2b       |62      |Invalid Numberic value
b2b       |62      |Invalid Numberic value
b2b       |62      |Invalid Numberic value
b2b       |62      |Invalid Numberic value
b2b       |63      |Invalid Numberic value
b2b       |63      |Invalid Numberic value
b2b       |63      |Invalid Numberic value
b2b       |63      |Invalid Numberic value
b2b       |63      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |64      |Invalid Numberic value
b2b       |65      |Invalid Numberic value
b2b       |65      |Invalid Numberic value
b2b       |65      |Invalid Numberic value
b2b       |65      |Invalid Numberic value
b2b       |65      |Invalid Numberic value
b2b       |66      |Invalid Numberic value
b2b       |66      |Invalid Numberic value
b2b       |66      |Invalid Numberic value
b2b       |66      |Invalid Numberic value
b2b       |66      |Invalid Numberic value
b2b       |67      |Invalid Numberic value
b2b       |67      |Invalid Numberic value
b2b       |67      |Invalid Numberic value
b2b       |67      |Invalid Numberic value
b2b       |67      |Invalid Numberic value
b2b       |68      |Invalid Numberic value
b2b       |68      |Invalid Numberic value
b2b       |68      |Invalid Numberic value
b2b       |68      |Invalid Numberic value
b2b       |68      |Invalid Numberic value
b2b       |69      |Invalid Numberic value
b2b       |69      |Invalid Numberic value
b2b       |69      |Invalid Numberic value
b2b       |69      |Invalid Numberic value
b2b       |69      |Invalid Numberic value
b2b       |70      |Invalid Numberic value
b2b       |70      |Invalid Numberic value
b2b       |70      |Invalid Numberic value
b2b       |70      |Invalid Numberic value
b2b       |70      |Invalid Numberic value
b2b       |71      |Invalid Numberic value
b2b       |71      |Invalid Numberic value
b2b       |71      |Invalid Numberic value
b2b       |71      |Invalid Numberic value
b2b       |71      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |72      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |73      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |74      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |75      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |76      |Invalid Numberic value
b2b       |77      |Invalid Numberic value
b2b       |77      |Invalid Numberic value
b2b       |77      |Invalid Numberic value
b2b       |77      |Invalid Numberic value
b2b       |77      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |78      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |79      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |80      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |81      |Invalid Numberic value
b2b       |82      |Invalid Numberic value
b2b       |82      |Invalid Numberic value
b2b       |82      |Invalid Numberic value
b2b       |82      |Invalid Numberic value
b2b       |82      |Invalid Numberic value
b2b       |83      |Invalid Numberic value
b2b       |83      |Invalid Numberic value
b2b       |83      |Invalid Numberic value
b2b       |83      |Invalid Numberic value
b2b       |83      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |84      |Invalid Numberic value
b2b       |85      |Invalid Numberic value
b2b       |85      |Invalid Numberic value
b2b       |85      |Invalid Numberic value
b2b       |85      |Invalid Numberic value
b2b       |85      |Invalid Numberic value
b2b       |86      |Invalid Numberic value
b2b       |86      |Invalid Numberic value
b2b       |86      |Invalid Numberic value
b2b       |86      |Invalid Numberic value
b2b       |86      |Invalid Numberic value
b2b       |87      |Invalid Numberic value
b2b       |87      |Invalid Numberic value
b2b       |87      |Invalid Numberic value
b2b       |87      |Invalid Numberic value
b2b       |87      |Invalid Numberic value
b2b       |88      |Invalid Numberic value
b2b       |88      |Invalid Numberic value
b2b       |88      |Invalid Numberic value
b2b       |88      |Invalid Numberic value
b2b       |88      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |89      |Invalid Numberic value
b2b       |90      |Invalid Numberic value
b2b       |90      |Invalid Numberic value
b2b       |90      |Invalid Numberic value
b2b       |90      |Invalid Numberic value
b2b       |90      |Invalid Numberic value
b2b       |91      |Invalid Numberic value
b2b       |91      |Invalid Numberic value
b2b       |91      |Invalid Numberic value
b2b       |91      |Invalid Numberic value
b2b       |91      |Invalid Numberic value
b2b       |92      |Invalid Numberic value
b2b       |92      |Invalid Numberic value
b2b       |92      |Invalid Numberic value
b2b       |92      |Invalid Numberic value
b2b       |92      |Invalid Numberic value
b2b       |93      |Invalid Numberic value
b2b       |93      |Invalid Numberic value
b2b       |93      |Invalid Numberic value
b2b       |93      |Invalid Numberic value
b2b       |93      |Invalid Numberic value
b2b       |94      |Invalid Numberic value
b2b       |94      |Invalid Numberic value
b2b       |94      |Invalid Numberic value
b2b       |94      |Invalid Numberic value
b2b       |94      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |95      |Invalid Numberic value
b2b       |96      |Invalid Numberic value
b2b       |96      |Invalid Numberic value
b2b       |96      |Invalid Numberic value
b2b       |96      |Invalid Numberic value
b2b       |96      |Invalid Numberic value
b2b       |97      |Invalid Numberic value
b2b       |97      |Invalid Numberic value
b2b       |97      |Invalid Numberic value
b2b       |97      |Invalid Numberic value
b2b       |97      |Invalid Numberic value
b2b       |98      |Invalid Numberic value
b2b       |98      |Invalid Numberic value
b2b       |98      |Invalid Numberic value
b2b       |98      |Invalid Numberic value
b2b       |98      |Invalid Numberic value
b2b       |99      |Invalid Numberic value
b2b       |99      |Invalid Numberic value
b2b       |99      |Invalid Numberic value
b2b       |99      |Invalid Numberic value
b2b       |99      |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |100     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |101     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |102     |Invalid Numberic value
b2b       |103     |Invalid Numberic value
b2b       |103     |Invalid Numberic value
b2b       |103     |Invalid Numberic value
b2b       |103     |Invalid Numberic value
b2b       |103     |Invalid Numberic value
b2b       |104     |Invalid Numberic value
b2b       |104     |Invalid Numberic value
b2b       |104     |Invalid Numberic value
b2b       |104     |Invalid Numberic value
b2b       |104     |Invalid Numberic value
b2b       |105     |Invalid Numberic value
b2b       |105     |Invalid Numberic value
b2b       |105     |Invalid Numberic value
b2b       |105     |Invalid Numberic value
b2b       |105     |Invalid Numberic value
b2b       |106     |Invalid Numberic value
b2b       |106     |Invalid Numberic value
b2b       |106     |Invalid Numberic value
b2b       |106     |Invalid Numberic value
b2b       |106     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |107     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |108     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |109     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |110     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |111     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |112     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |113     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |114     |Invalid Numberic value
b2b       |115     |Invalid Numberic value
b2b       |115     |Invalid Numberic value
b2b       |115     |Invalid Numberic value
b2b       |115     |Invalid Numberic value
b2b       |115     |Invalid Numberic value
impg      |5       |Invalid Numberic value
impg      |5       |Invalid Numberic value
impg      |5       |Invalid Numberic value
impg      |6       |Invalid Numberic value
impg      |6       |Invalid Numberic value
impg      |6       |Invalid Numberic value
impg      |7       |Invalid Numberic value
impg      |7       |Invalid Numberic value
impg      |7       |Invalid Numberic value
impg      |8       |Invalid Numberic value
impg      |8       |Invalid Numberic value
impg      |8       |Invalid Numberic value
impg      |8       |Invalid Numberic value
impg      |9       |Invalid Numberic value
impg      |9       |Invalid Numberic value
impg      |9       |Invalid Numberic value
impg      |9       |Invalid Numberic value
impg      |10      |Invalid Numberic value
impg      |10      |Invalid Numberic value
impg      |10      |Invalid Numberic value
impg      |10      |Invalid Numberic value
impg      |11      |Invalid Numberic value
impg      |11      |Invalid Numberic value
impg      |11      |Invalid Numberic value
impg      |11      |Invalid Numberic value
impg      |12      |Invalid Numberic value
impg      |12      |Invalid Numberic value
impg      |12      |Invalid Numberic value
impg      |12      |Invalid Numberic value
impg      |13      |Invalid Numberic value
impg      |13      |Invalid Numberic value
impg      |13      |Invalid Numberic value
impg      |13      |Invalid Numberic value
impg      |14      |Invalid Numberic value
impg      |14      |Invalid Numberic value
impg      |14      |Invalid Numberic value
impg      |14      |Invalid Numberic value
impg      |15      |Invalid Numberic value
impg      |15      |Invalid Numberic value
impg      |15      |Invalid Numberic value
impg      |15      |Invalid Numberic value
impg      |16      |Invalid Numberic value
impg      |16      |Invalid Numberic value
impg      |16      |Invalid Numberic value
impg      |17      |Invalid Numberic value
impg      |17      |Invalid Numberic value
impg      |17      |Invalid Numberic value
exemp     |5       |Invalid Numberic value
exemp     |6       |Invalid Numberic value
itcr      |5       |Invalid Numberic value
itcr      |6       |Invalid Numberic value
itcr      |7       |Invalid Numberic value
itcr      |8       |Invalid Numberic value
itcr      |9       |Invalid Numberic value
itcr      |10      |Invalid Numberic value
itcr      |11      |Invalid Numberic value
hsnsum    |5       |Invalid Numberic value
hsnsum    |5       |Invalid Numberic value
hsnsum    |6       |Invalid Numberic value
hsnsum    |6       |Invalid Numberic value
hsnsum    |7       |Invalid Numberic value
hsnsum    |7       |Invalid Numberic value
hsnsum    |8       |Invalid Numberic value
hsnsum    |8       |Invalid Numberic value
hsnsum    |9       |Invalid Numberic value
hsnsum    |9       |Invalid Numberic value
hsnsum    |10      |Invalid Numberic value
hsnsum    |10      |Invalid Numberic value
hsnsum    |11      |Invalid Numberic value
hsnsum    |11      |Invalid Numberic value
hsnsum    |12      |Invalid Numberic value
hsnsum    |12      |Invalid Numberic value
hsnsum    |13      |Invalid Numberic value
hsnsum    |13      |Invalid Numberic value
hsnsum    |14      |Invalid Numberic value
hsnsum    |14      |Invalid Numberic value
hsnsum    |15      |Invalid Numberic value
hsnsum    |15      |Invalid Numberic value
hsnsum    |16      |Invalid Numberic value
hsnsum    |16      |Invalid Numberic value
hsnsum    |17      |Invalid Numberic value
hsnsum    |17      |Invalid Numberic value
hsnsum    |18      |Invalid Numberic value
hsnsum    |18      |Invalid Numberic value
hsnsum    |19      |Invalid Numberic value
hsnsum    |19      |Invalid Numberic value
hsnsum    |20      |Invalid Numberic value
hsnsum    |20      |Invalid Numberic value
hsnsum    |21      |Invalid Numberic value
hsnsum    |21      |Invalid Numberic value
hsnsum    |22      |Invalid Numberic value
hsnsum    |22      |Invalid Numberic value
hsnsum    |23      |Invalid Numberic value
hsnsum    |23      |Invalid Numberic value
hsnsum    |24      |Invalid Numberic value
hsnsum    |24      |Invalid Numberic value
hsnsum    |25      |Invalid Numberic value
hsnsum    |25      |Invalid Numberic value
hsnsum    |26      |Invalid Numberic value
hsnsum    |26      |Invalid Numberic value
hsnsum    |27      |Invalid Numberic value
hsnsum    |27      |Invalid Numberic value
hsnsum    |28      |Invalid Numberic value
hsnsum    |28      |Invalid Numberic value
hsnsum    |29      |Invalid Numberic value
hsnsum    |29      |Invalid Numberic value
hsnsum    |30      |Invalid Numberic value
hsnsum    |30      |Invalid Numberic value
hsnsum    |31      |Invalid Numberic value
hsnsum    |31      |Invalid Numberic value
hsnsum    |32      |Invalid Numberic value
hsnsum    |32      |Invalid Numberic value
hsnsum    |33      |Invalid Numberic value
hsnsum    |33      |Invalid Numberic value
hsnsum    |34      |Invalid Numberic value
hsnsum    |34      |Invalid Numberic value
hsnsum    |35      |Invalid Numberic value
hsnsum    |35      |Invalid Numberic value
hsnsum    |36      |Invalid Numberic value
hsnsum    |36      |Invalid Numberic value
hsnsum    |37      |Invalid Numberic value
hsnsum    |37      |Invalid Numberic value
hsnsum    |38      |Invalid Numberic value
hsnsum    |38      |Invalid Numberic value
hsnsum    |39      |Invalid Numberic value
hsnsum    |39      |Invalid Numberic value
hsnsum    |40      |Invalid Numberic value
hsnsum    |40      |Invalid Numberic value
hsnsum    |41      |Invalid Numberic value
hsnsum    |41      |Invalid Numberic value
hsnsum    |42      |Invalid Numberic value
hsnsum    |42      |Invalid Numberic value
hsnsum    |43      |Invalid Numberic value
hsnsum    |43      |Invalid Numberic value
hsnsum    |44      |Invalid Numberic value
hsnsum    |44      |Invalid Numberic value
hsnsum    |45      |Invalid Numberic value
hsnsum    |45      |Invalid Numberic value
hsnsum    |46      |Invalid Numberic value
hsnsum    |46      |Invalid Numberic value
hsnsum    |47      |Invalid Numberic value
hsnsum    |47      |Invalid Numberic value
hsnsum    |48      |Invalid Numberic value
hsnsum    |48      |Invalid Numberic value
